Code,idTree,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,Genus,Species,Name,gmin,tlp,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,LSWC,SD,fvfm,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
621,NA,10/18/2021,Kaw,Waiki Village,H,108,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.57796907438346,-1.571865,0.3383465825,2.1271465335,5.085156609,7.5506497249999995,3.11,47.71,1.09116310827876,4.10944094572427,0.12843828007988,12.0905050952982,1.4851421188630491,612.244898,0.817,10,2,8,3,Middle
622,NA,10/18/2021,Kaw,Waiki Village,H,106,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.30042384358674,-1.4699925,0.46715148,2.3905484560000003,4.525931089,7.383631025,3.55,56.06,1.43429985294118,3.86110510714286,0.0485659375,14.0586408529412,2.069473684210527,331.6326531,0.799,12,3,10,3,High
623,NA,10/18/2021,Kaw,Waiki Village,H,109,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,3.05274454736018,-1.2902175,0.6277596155,2.4721159805,5.1677250415,8.2676006375,2.4,48.96,1.47229985294118,4.19985510714286,0.0403309375,12.7136408529412,2.7283236994219657,442.1768707,0.778,10,4,8,3,Middle
624,NA,10/18/2021,Kaw,Waiki Village,H,98,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,0.97399894131733,-1.452015,0.34075573400000003,1.5622376485,5.1034899750000005,7.0064833570000005,2.56,48.19,1.28572839614888,4.11487535643,0.0462334705588823,18.7261884759892,2.127870887647424,408.1632653,0.816,12,3,12,3,High
625,NA,10/19/2021,Kaw,Val,H,326,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,4.22384153705555,-1.4620025,1.101024093,3.5724373105,4.2669336165,8.94039502,3.18,56.05,1.27561082587649,1.95895771286071,0.0568887157107232,4.58991606278422,2.163763066202091,429.4217687,0.83,16,5,16,5,High
626,NA,10/19/2021,Kaw,Val,H,323,BF,BF,Laetia,procera,Laetia procera,4.9071640803459,-1.9553850000000002,0.2115976525,1.217497435,5.184769822,6.61386491,1.91,45.35,0.662293292880497,6.94927902568138,1.64114265147722,7.34465783970073,1.4752358490566042,986.3945578,0.828,18,4,18,4,High
627,NA,10/19/2021,Kaw,Val,H,319,BF,BF,Laetia,procera,Laetia procera,3.96032735519839,-1.8954600000000001,0.237071142,1.583466138,3.1799786395,5.0005159195,1.69,48.02,0.602697155785391,2.71938572142144,2.67425668081918,4.07106978315802,1.6030165385511297,1139.455782,0.8,19,4,19,4,High
628,NA,10/19/2021,Kaw,Val,H,324,BF,BF,Laetia,procera,Laetia procera,3.13983562911896,-1.8834750000000002,0.15796621649999998,1.0901463654999999,3.3110544265,4.559167008,1.88,49.11,0.678299852941177,5.50385510714286,2.1346809375,5.99864085294118,1.6752113256820835,NA,0.817,18,4,18,3,High
629,NA,10/19/2021,Kaw,Val,H,321,BF,BF,Eperua,falcata,Eperua falcata,2.47224296529358,-1.7276700000000003,0.3543753805,3.095951774,8.0341543385,11.484481495,1.84,54.24,0.70456125608138,3.32416552094522,0.429554824561404,3.75277278490344,1.0127906976744185,884.3537415,0.746,15,4,15,4,High
630,NA,10/19/2021,Kaw,Val,H,315,BF,BF,Eperua,falcata,Eperua falcata,1.15113935844405,-1.8255475,0.3999388285,2.7800889885,8.5262905355,11.70631835,2.18,52.04,0.960339513427749,5.42343167546739,0.0747062312687313,5.44319765528589,1.1721461187214615,620.7482993,0.739,22,5,20,4,High
631,NA,10/19/2021,Kaw,Val,H,322,BF,BF,Eperua,falcata,Eperua falcata,2.04401219435494,-1.5878450000000002,0.395427219,2.9676372085000002,6.1485426755,9.511607101,1.54,48.6,0.737775403748674,2.31648808330948,0.0486181738476954,4.12689464222563,1.1061836352279826,586.7346939,0.774,16,3,14,4,Middle
632,NA,10/19/2021,Kaw,Val,H,316,BF,BF,Eperua,falcata,Eperua falcata,1.73348269222127,-1.9134375000000001,0.35101839749999997,2.199779884,6.294860755,8.845659037,2.21,53.77,0.887575002947071,5.00887285284856,0.0581472319639279,7.73911909112342,1.280541807762438,476.1904762,0.666,14,4,14,4,High
633,NA,10/19/2021,Kaw,Val,H,18,BF,BF,Laetia,procera,Laetia procera,2.51709783285008,-1.9114400000000002,0.18890070850000001,1.3981087049999998,4.2742575455,5.8612669595,1.85,50.08,0.717299852941176,8.50385510714286,1.6849309375,5.10364085294118,1.5676195711929632,NA,0.814,22,5,22,5,High
634,NA,10/19/2021,Kaw,Val,H,311,BF,BF,Eperua,falcata,Eperua falcata,1.47584759937059,-1.8535125000000001,0.2946924995,2.0074539815000003,4.117113134,6.4192596145,2.05,51.65,0.910254980431392,3.82226624026299,0.193377626313157,5.81654912750493,1.0900343642611683,693.0272109,0.736,16,4,15,3,Middle
635,NA,10/19/2021,Kaw,Val,H,314,BF,BF,Eperua,falcata,Eperua falcata,4.44484494896909,-2.0732375000000003,0.3858893825,2.350813278,4.763507064500001,7.5002097249999995,2,52.7,0.733699303985199,5.39576146494544,0.519152209186221,3.84412466594226,1.2111528822055138,684.5238095,0.751,24,5,20,4,High
636,NA,10/19/2021,Kaw,Val,H,327,BF,BF,Eperua,falcata,Eperua falcata,1.33776640773223,-1.7116900000000002,0.3223241665,2.244052454,5.860669366,8.427045986500001,2,52.91,0.821442738418013,3.65917345405096,0.103437813126253,8.40044173641401,1.2022116903633493,586.7346939,0.816,18,4,18,4,High
637,NA,10/19/2021,Kaw,Val,H,312,BF,BF,Eperua,falcata,Eperua falcata,1.81382032404632,-1.6937125000000002,0.3448180445,2.6576554625,3.5567356295,6.559209136,2.08,52.36,0.837624603733709,4.01208094525235,0.143094748003992,8.97568947399319,1.2950281425891184,607.9931973,0.809,12,3,11,2,Middle
638,NA,10/19/2021,Kaw,Val,H,313,BF,BF,Eperua,falcata,Eperua falcata,2.05235100631758,-1.7416525,0.3429591805,2.4292939935,6.184178439,8.956431614,2.04,52.01,0.872608766090312,4.11077126403892,0.122815160240361,8.72673094936523,1.4203345070422537,646.2585034,0.759,18,4,11,3,Low
639,NA,10/19/2021,Kaw,Val,H,310,BF,BF,Eperua,falcata,Eperua falcata,1.0815458996435,-1.6937125000000002,0.373055888,2.9928236239999997,2.349480519,5.715360030499999,2.19,51.27,0.892015821298579,3.55424661391503,0.0910488398203593,8.21221642010097,1.4065594059405944,629.2517007,0.752,23,2,20,3,Low
640,NA,10/19/2021,Kaw,Val,H,306,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.03612749803477,-1.8275450000000002,0.6616787825,2.7973784439999996,5.8672581085,9.3263153345,3.12,51.45,0.779299852941176,2.46235510714286,0.1650809375,6.51364085294118,1.2170385395537526,437.9251701,0.801,28,5,26,4,Middle
641,NA,10/19/2021,Kaw,Val,H,304,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,3.47885914764402,-1.8914650000000002,0.38815441399999995,1.6705718250000001,6.4382610615,8.496987301499999,3.2,48.94,NA,NA,NA,NA,1.053246753246753,497.4489796,0.789,13,4,12,4,High
642,NA,10/19/2021,Kaw,Val,H,303,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.29884784712079,-1.9833500000000002,0.55052531,2.499961206,4.630464881,7.6809513979999995,3.08,52.9,0.791090943885061,4.59995506220506,0.145426363863864,6.13477562856975,1.0678148546824542,748.2993197,0.815,40,5,36,4,Middle
643,NA,10/19/2021,Kaw,Val,H,302,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,3.17439496357907,-1.4899675000000001,0.303423934,1.3727460965,2.932673905,4.6088439354999995,2.45,53.06,NA,NA,NA,NA,2.0924657534246576,331.6326531,0.784,33,5,31,3,Middle
644,NA,10/20/2021,Kaw,Tonton,H,326,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,2.72033116818871,-1.2742375000000001,0.497539328,1.9739825789999998,4.062416092,6.533937999,2.47,52.18,0.780129658453496,3.49785831966336,1.31695550424363,3.04707024756982,2.7469262295081966,408.1632653,0.809,23,5,23,5,High
645,NA,10/20/2021,Kaw,Tonton,H,327,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,1.12637788516307,-1.7017025000000001,0.276828423,1.5024399005,2.777737782,4.557006105,1.45,49.76,NA,NA,NA,NA,1.4087439278278973,293.3673469,0.732,15,3,13,3,Middle
646,NA,10/20/2021,Kaw,Tonton,H,330,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,0.986045913440865,-1.6737375,0.30437346249999997,1.843368072,2.7813353885,4.9290769225,1.62,52.99,0.738430637622365,2.87316852288142,0.0567025862068966,9.91368401093571,1.452806301870868,267.8571429,0.785,14,2,11,2,Middle
647,NA,10/20/2021,Kaw,Tonton,H,331,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,0.751688265198073,-1.5139375,0.4316604615,2.258487401,2.567244343,5.2573922055,1.69,53.97,0.594002851515419,7.29520750339116,0.0566026361819091,6.2305255901461,1.7091592617908404,310.3741497,0.813,7,1,6,2,Middle
648,NA,10/20/2021,Kaw,Tonton,H,332,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,1.27222796868033,-1.5698675,0.21649154599999998,1.2958733439999999,2.615523905,4.1278887955,1.63,53.16,0.911432703885349,3.23125821981314,0.0878990888667,12.115467651464,1.6138793259648492,267.8571429,0.803,11,2,9,3,Middle
649,NA,10/20/2021,Kaw,Tonton,H,333,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,0.84948943498058,-1.6058225,0.258333998,1.5745448345000002,2.3727491355000003,4.205627968,1.73,53.38,0.871106512710242,3.71517787395379,0.0507570731096645,10.0086538336917,1.5296385542168676,208.3333333,0.81,9,2,8,2,Middle
650,NA,10/20/2021,Kaw,Tonton,H,334,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,1.35541162116634,-1.5618775,0.246399903,1.6757067895,2.55962005,4.481726743,1.7,53.53,0.585971796534245,6.68722956627541,0.10955003757515,7.48360806907934,1.494318959616701,140.3061224,0.793,8,2,8,2,High
651,NA,10/20/2021,Kaw,Val,H,335,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,2.14743196657538,-1.3581325,0.3798083915,1.568967415,3.6839462675,5.6327220745,2.27,51.84,NA,NA,NA,NA,3.0901717557251906,382.6530612,0.79,15,5,15,5,High
652,NA,10/20/2021,Kaw,Val,H,336,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,8.68824866695935,NA,0.45822341499999997,1.807240712,3.389962368,5.6554264945,1.59,56.26,NA,NA,NA,NA,1.3660744217230973,369.8979592,0.746,18,5,18,5,High
653,NA,10/20/2021,Kaw,Val,H,337,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,5.58817494177821,-1.9214275,0.18846208199999998,1.367963934,2.600720428,4.1571464435,1.73,51.38,NA,NA,NA,NA,1.3090324099505612,246.5986395,0.759,10,2,8,2,Middle
654,NA,10/20/2021,Kaw,Val,H,338,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,2.08157160854515,-1.7356600000000002,0.2441565215,1.9508789800000002,4.0490719975000005,6.244107499,1.48,49.69,NA,NA,NA,NA,1.0615276804484934,221.0884354,0.757,11,4,9,2,Middle
655,NA,10/20/2021,Kaw,Val,H,339,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,3.28901792464283,-1.63179,0.225271975,1.379134029,2.0299653405,3.634371345,2.01,55.34,0.808682487965246,5.06871767179926,0.05671750249501,8.83596891511095,1.228042392496041,327.3809524,0.779,12,2,8,3,Middle
656,NA,10/20/2021,Kaw,Val,H,340,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,1.32749110440714,-1.7056975,0.2405524115,1.2630198264999999,2.67637714,4.1799493785,1.84,53.34,0.676799852941176,8.60885510714286,0.0667309375,6.21364085294118,1.374737394957983,293.3673469,0.78,12,2,8,2,Middle
245,4451,2021-03-01T00:00:00Z,Bafog,3,1,22,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,6.8214828749761,NA,0.541372065,2.2178819169999997,4.4052774275,7.164531409,2.44,53.45,0.660349127182045,3.851154399715,1.29103366583541,2.69167096544353,0.6064437194127243,291.6666667,0.822,26,5,24,4,High
246,15283,2021-03-01T00:00:00Z,Bafog,3,1,32,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,2.0058773234975,-1.00058,0.24921518450000002,1.4259513190000002,2.922331218,4.597497722,2.14,51.69,0.747378931602596,1.80257841808715,0.137504992511233,6.5757864631624,0.5425879890095512,519.2307692,0.812,13,3,14,4,Middle
247,41396,2021-03-01T00:00:00Z,Bafog,3,9,63,TF,TF,Vouacapoua,americana,Vouacapoua americana,3.32482476608533,-1.3860975,0.3855566255,1.715535596,4.954071841,7.055164062499999,2.34,52.56,0.752252252252252,2.19247476047476,0.656417667667668,3.02692706992707,0.4684482758620689,NA,0.828,12,2,10,3,Low
248,41678,2021-03-01T00:00:00Z,Bafog,3,17,70,TF,TF,Casearia,javitensis,Casearia javitensis,7.39566727156265,-0.9186825000000001,0.29298082950000004,1.249137765,3.6590491405,5.201167735,2.09,50.98,0.686470294558163,3.99229384494686,2.87345107338992,8.69760373725127,0.6615669911914696,272.4358974,0.765,16,2,14,2,Middle
249,41670,2021-03-01T00:00:00Z,Bafog,3,17,62,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,3.50385829120854,-1.6457725,0.085231494,0.5048014725000001,1.3604050184999998,1.9504379855,2.45,46.41,0.967467467467467,8.11239468039468,0.244756006006006,7.78843858143858,0.6317845213057387,166.6666667,0.816,7,3,6,3,Middle
250,41655,2021-03-01T00:00:00Z,Bafog,3,17,47,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,1.77418044667291,-1.7696175,0.2167907835,1.051455786,1.2782851924999998,2.5465317625,2.07,48.86,0.600300150075038,14.0413029371829,0.550536518259129,9.15022525548489,0.6627606038820991,285.2564103,0.783,13,2,11,2,Middle
251,41659,2021-03-01T00:00:00Z,Bafog,3,17,51,TF,Generalist,Virola,michelii,Virola michelii,7.44659095674818,-1.6837250000000001,0.28549687300000004,1.9033386449999998,4.081385202,6.270220720499999,2.16,53.9,0.6825,3.16178228571429,1.07826125,3.37965014285714,0.6047765793528506,NA,0.736,24,4,18,3,Middle
252,15399,2021-03-01T00:00:00Z,Bafog,3,18,29,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,1.37174233509366,-1.6138125,0.3891098315,2.059866168,4.772717709,7.2216937085,1.65,50.64,0.496053946053946,7.36192036534894,1.76199925074925,3.59155858427287,0.6183152743795876,160.2564103,0.809,20,2,16,2,Low
253,41699,2021-03-01T00:00:00Z,Bafog,3,18,55,TF,TF,Licania,membranacea,Licania membranacea,3.97664297666811,-1.8934625000000003,0.1731431055,0.7957003145,7.558896083,8.5277395035,1.61,50.04,0.408541458541459,11.0482340516626,1.05270854145854,11.4641859569002,0.6283772981614708,NA,0.816,23,2,19,2,Middle
254,4543,2021-03-01T00:00:00Z,Bafog,3,18,16,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,2.56430042500365,-1.8734875,0.211046606,0.9032468555,2.293253139,3.4075466,1.61,48.26,0.774937343358396,12.8814860007161,0.199309523809524,6.80766931614751,0.583170963795369,445.5128205,0.777,16,3,16,3,High
255,15406,2021-03-01T00:00:00Z,Bafog,3,18,40,TF,Generalist,Protium,stevensonii,Protium stevensonii,7.28969883228383,NA,0.297415126,1.2349618855,2.8709280584999997,4.4033050705,1.47,45.59,0.541,3.23878228571429,0.64126125,7.31565014285714,0.4881598957201825,506.4102564,0.835,18,3,16,2,Middle
256,41416,2021-03-01T00:00:00Z,Bafog,3,10,53,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,19.1456277448645,-2.1151850000000003,0.2371077125,1.3039673980000002,2.9683736825000002,4.509448793000001,1.49,53.7,0.477705410821643,5.82092413398225,1.94164453907816,2.88491998282279,0.5684050223769269,NA,0.775,20,2,18,2,Low
257,41420,2021-03-01T00:00:00Z,Bafog,3,10,57,TF,Generalist,Protium,stevensonii,Protium stevensonii,3.15704343553494,-2.1571325000000003,0.2993025575,1.4652503715,1.8873531655,3.6519060945,1.62,47.16,0.749624436654982,2.50178496315902,1.00627065598398,11.2375064024608,0.5709530267537912,705.1282051,0.83,16,2,13,2,High
258,15353,2021-03-01T00:00:00Z,Bafog,3,10,36,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.93036992513133,-1.6457725,0.184025326,1.0721699535,1.766877368,3.023072648,2.05,50.9,0.734530938123752,2.8535751354434,0.0922766966067864,5.21521970345024,0.5833655278988906,519.2307692,0.789,21,3,18,3,Middle
259,41201,2021-03-01T00:00:00Z,Bafog,3,3,44,TF,TF,Dicorynia,guianensis,Dicorynia guianensis,4.42329128764901,-1.4959600000000002,0.188775123,1.364157804,2.8294554974999997,4.3823884245,2.64,53.02,0.734632683658171,2.39508474334262,0.467127686156922,5.47291368601414,0.6301061434544869,269.2307692,0.788,18,2,16,3,Middle
260,3145,2021-03-01T00:00:00Z,Bafog,3,12,8,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,3.152383562524,-1.6018275000000002,0.275883683,1.6498547970000002,4.3480077935,6.2737462735000005,1.67,51.11,0.63854218671992,5.34626289137722,0.998263854218672,8.17838256900364,0.6033548387096774,157.0512821,0.819,16,3,16,3,High
262,15306,2021-03-01T00:00:00Z,Bafog,3,4,27,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.26017803783124,-1.6977075000000001,0.226216352,1.1209370735,2.4201951745,3.7673485995,2.31,51.15,0.909864797195794,3.62822462264826,0.152389834752128,7.31161756921096,0.6154715762273902,663.4615385,0.824,18,3,14,2,Low
263,4472,2021-03-01T00:00:00Z,Bafog,3,4,5,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.75774180823563,-1.8095675000000002,0.19901293949999999,0.8294067325,4.598354091,5.6267737625,1.13,52.39,0.505252626313157,5.90223340241549,0.2815020010005,3.52191109840635,0.5827451378662469,253.2051282,0.823,19,2,15,3,Middle
264,5136,2021-03-01T00:00:00Z,Bafog,3,5,24,BF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.7792104371985,-1.6657475,0.190137565,1.1708147814999998,2.1153140465,3.476266393,2.08,51.17,0.883,3.31328228571429,0.09591125,6.79065014285714,0.5788914091295719,294.8717949,0.74,23,3,18,3,Low
265,41257,2021-03-01T00:00:00Z,Bafog,3,5,35,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,3.59497911984697,NA,0.45178274549999997,2.0826007989999997,4.421896111,6.9562796554999995,1.76,50.91,0.686783042394015,7.00177784111151,0.116071072319202,6.04553630210189,0.6183227234984778,233.8435374,0.745,12,3,11,3,Middle
266,41269,2021-03-01T00:00:00Z,Bafog,3,5,49,BF,Generalist,Virola,michelii,Virola michelii,3.28831817593191,-1.6577575,0.30260872949999995,2.019947432,2.8272406290000003,5.14979679,2.35,55.2,0.662825651302605,8.47623475522474,1.68438001002004,4.04924864013742,0.6731051858072643,259.6153846,0.805,18,2,16,2,Middle
267,41499,2021-03-01T00:00:00Z,Bafog,3,12,61,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,1.44860251508319,-1.4420275,0.3257858395,1.5032599960000002,2.0525322555,3.881578091,1.99,51.82,0.768884442221111,5.5470558136211,0.086004252126063,9.13021525048238,0.6444136016655101,153.8461538,0.813,11,2,11,2,High
268,15511,2021-03-02T00:00:00Z,Bafog,3,33,22,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,4.26145097201654,-1.1963350000000001,0.45415711599999997,1.7505646745,5.373589903,7.5783116935,3.11,52.98,0.6345,3.46478228571429,0.35661125,4.06690014285714,0.5668416177832665,NA,0.83,24,2,18,2,Low
269,42545,2021-03-02T00:00:00Z,Bafog,3,41,36,TF,TF,Dicorynia,guianensis,Dicorynia guianensis,11.9290896526858,-1.2862225,0.34138939749999997,2.1764894569999997,4.725242658,7.2431215125,2.35,53.05,0.727318295739348,2.26293963480129,1.39976065162907,3.49588986752596,0.6121467932934693,NA,0.826,16,2,15,2,High
270,15517,2021-03-02T00:00:00Z,Bafog,3,33,31,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,3.18922800390143,-1.6178075,0.233618846,1.373993389,3.6540118395,5.261624074,1.72,51.89,0.6175,2.33328228571429,0.20531125,5.57065014285714,0.6001161327784768,NA,0.78,18,2,16,2,Middle
271,3316,2021-03-02T00:00:00Z,Bafog,3,25,14,TF,TF,Dicorynia,guianensis,Dicorynia guianensis,11.0965768436721,-1.2482700000000002,0.2140559205,1.5200052135,3.2915247819999998,5.025585915500001,2.72,53.26,0.850074962518741,2.01577439851503,0.343289605197401,5.61284372099664,0.5432412161772342,391.4141414,0.842,30,5,26,4,Middle
272,3320,2021-03-02T00:00:00Z,Bafog,3,26,1,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,5.04866669358618,-1.9833500000000002,0.2684029885,1.1051077624999999,6.6773941315,8.0509048825,0.98,52.8,0.393334997503744,6.68425590186149,1.51773464802796,2.05606604379146,0.60523509452254,371.7948718,0.837,21,3,20,3,High
274,3433,2021-03-02T00:00:00Z,Bafog,3,34,8,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.53779193324531,-1.6417775,0.2130432715,1.1300601705,3.0010667570000003,4.344170199000001,1.87,51.28,0.695304695304695,1.66361866704724,0.0721391108891109,8.27737277008706,0.5496009122006841,NA,0.823,23,3,20,3,Middle
275,3431,2021-03-02T00:00:00Z,Bafog,3,34,5,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,4.6478264678656,-1.8974575,0.237815471,1.052035238,4.480137377,5.769988086,1.42,52.86,0.507253626813407,4.86271364253555,0.401912206103052,2.85632830701065,0.6026429710640236,192.3076923,0.827,20,2,20,2,High
276,15469,2021-03-02T00:00:00Z,Bafog,3,26,42,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,4.92948626848256,-1.4679950000000002,0.1368463955,0.634064549,1.276302568,2.0472135125,2.08,50.62,0.863,6.34428228571429,0.14886125,7.70565014285714,0.5564838431104774,330.1282051,0.822,20,2,16,3,Middle
277,3436,2021-03-02T00:00:00Z,Bafog,3,34,12,TF,Generalist,Protium,stevensonii,Protium stevensonii,4.31204045695592,-2.1890925,0.267212254,1.3650073415,2.301591741,3.9338113365,1.73,46.7,0.896793587174349,2.74527283137704,1.28032189378758,5.87239493272259,0.5377273545831083,829.0816327,0.791,22,3,18,3,Middle
278,3443,2021-03-02T00:00:00Z,Bafog,3,34,22,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,3.74361684011177,-1.6297925000000002,0.2598510415,1.8371927425,5.023334119,7.120377903,1.61,53.33,0.637456184276415,2.39737835324415,1.0503367551327,4.6388584305029,0.5227760822877812,250,0.832,26,3,22,2,Low
